Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;08.04.1908;09.04.1908;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;12.04.1908;18.04.1908;7;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;21.04.1908;08.11.1908;202;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;13.11.1908;19.11.1908;7;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;23.11.1908;23.11.1908;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;26.11.1908;11.12.1908;16;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;14.12.1908;18.12.1908;5;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;14.01.1909;16.01.1909;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;21.01.1909;30.01.1909;10;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;04.02.1909;05.02.1909;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;13.02.1909;15.02.1909;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;21.03.1909;26.03.1909;6;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;28.03.1909;01.04.1909;5;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;05.04.1909;30.04.1909;26;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;03.05.1909;10.11.1909;192;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;13.11.1909;19.11.1909;7;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;01.12.1909;03.12.1909;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;05.12.1909;05.12.1909;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;23.12.1909;25.12.1909;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;27.12.1909;28.12.1909;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;09.01.1910;12.01.1910;4;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;15.01.1910;18.01.1910;4;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;22.02.1910;27.02.1910;6;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;06.03.1910;18.03.1910;13;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;22.03.1910;23.03.1910;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;26.03.1910;30.03.1910;5;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;03.04.1910;08.04.1910;6;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;10.04.1910;17.04.1910;8;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;19.04.1910;02.05.1910;14;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;07.05.1910;07.05.1910;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;09.05.1910;09.05.1910;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;12.05.1910;01.11.1910;174;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;04.11.1910;05.11.1910;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;08.11.1910;09.11.1910;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;29.11.1910;17.12.1910;19;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;24.12.1910;24.12.1910;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;23.02.1911;24.02.1911;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;26.02.1911;26.02.1911;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;01.03.1911;01.03.1911;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;05.03.1911;05.03.1911;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;07.03.1911;08.03.1911;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;10.03.1911;10.03.1911;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;12.03.1911;13.03.1911;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;18.03.1911;03.04.1911;17;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;10.04.1911;12.04.1911;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;15.04.1911;29.10.1911;198;;eor;                                                                                                                                            
